,Date,Game Category,Result,Total Moves,Opponent,My_Rating,Opponent_Rating,My_Accuracy,Opponent_Accuracy
429,2023-02-23,5 min,Win,18,shugonu,1000,999,89.7,74.4
430,2023-02-23,5 min,Win,31,PyroneusUltrin,992,973,90.6,78.5
431,2023-02-22,5 min,Loss,38,renzo88,984,982,,
432,2023-02-22,5 min,Loss,33,InternationalP,992,1051,,
433,2023-02-21,5 min,Win,20,mrosolio,999,997,73.1,58.6
434,2023-02-21,5 min,Loss,37,jimbobbig,991,1045,,
435,2023-02-21,5 min,Loss,62,Diogenesus,998,998,,
436,2023-02-21,5 min,Loss,21,dashamaiorova,1006,980,,
437,2023-02-21,5 min,Loss,15,HiceR,1015,1063,,
438,2023-02-21,5 min,Loss,48,Fede991100,1022,1000,,
439,2023-02-20,5 min,Win,25,Ermalkl,1031,1033,85.4,69.7
440,2023-02-20,5 min,Win,48,pedrodistraido,1023,968,87.0,78.1
441,2023-02-20,5 min,Loss,55,brokebroker,1016,1033,,
442,2023-02-19,5 min,Loss,27,robert12move,1024,1087,,
443,2023-02-19,5 min,Win,19,MaciejGierada,1031,979,90.3,82.1
444,2023-02-18,5 min,Loss,39,F3r0,1024,1129,,
445,2023-02-18,5 min,Loss,52,Tanguy_8,1030,1058,,
446,2023-02-17,5 min,Win,20,DoubleExpanseDance,1038,1000,74.0,55.3
447,2023-02-17,5 min,Loss,32,DickThunder23,1031,1027,,
448,2023-02-17,5 min,Win,59,fox68tks,1039,1009,90.6,83.7
449,2023-02-17,5 min,Win,56,smelledelphine,1031,992,76.9,85.6
450,2023-02-16,5 min,Win,44,PATRIOTS0312,1024,943,80.1,72.9
451,2023-02-16,5 min,Loss,35,ascohen11180,1018,1089,,
452,2023-02-15,5 min,Win,24,patbischke,1025,999,83.7,83.4
453,2023-02-15,5 min,Win,29,kunalnangalia,1017,1057,90.5,79.4
454,2023-02-15,5 min,Win,31,czolg89,1008,968,74.6,71.2
455,2023-02-15,5 min,Win,24,sir_se,1001,1009,87.8,71.9
456,2023-02-15,5 min,Win,5,johanngeorgenstadt,992,837,,
457,2023-02-15,5 min,Win,18,Yusufhalim21,986,957,78.8,61.6
458,2023-02-15,5 min,Win,42,Menel12,978,905,,
459,2023-02-15,5 min,Loss,40,Sayaman1987,971,1104,,
460,2023-02-14,5 min,Loss,25,DRK77727,976,901,,
461,2023-02-14,5 min,Win,7,shreemore88k,986,928,,
462,2023-02-14,5 min,Loss,13,GakPintar,979,933,,
463,2023-02-13,5 min,Win,38,michaelmando,988,956,87.8,73.4
464,2023-02-13,5 min,Win,36,Mark_Han,980,982,92.1,80.0
465,2023-02-10,5 min,Draw,64,Juhasz2945,972,912,,
466,2023-02-08,5 min,Win,30,Zeytun123,973,850,93.0,75.4
467,2023-02-08,5 min,Loss,63,agradinarov,966,1010,,
468,2023-02-07,5 min,Win,47,AnavMishra,973,982,76.9,71.8
469,2023-02-06,5 min,Loss,31,Ayberkchess,964,1035,,
470,2023-02-06,5 min,Win,61,Fadhilraisss,971,940,,
471,2023-02-06,5 min,Win,43,DrDLD,963,847,68.3,67.9
472,2023-02-05,5 min,Win,15,peymskyyy,957,942,,
473,2023-02-05,5 min,Win,39,Denigrader,949,912,86.5,75.6
474,2023-02-03,5 min,Loss,27,Jeffmontex,941,943,61.5,72.1
475,2023-02-02,5 min,Win,16,Mou_sa,949,870,,
476,2023-02-02,5 min,Loss,23,kevinhull,943,1019,60.6,76.4
477,2023-01-30,5 min,Loss,55,azrfy,950,992,,
478,2023-01-30,5 min,Win,12,Txinos,957,927,,
479,2023-01-29,5 min,Draw,41,Nova_501,949,927,,
480,2023-01-28,5 min,Loss,25,Cliffman87,944,864,74.6,87.9
481,2023-01-28,5 min,Draw,78,enormousone,954,949,,
482,2023-01-28,5 min,Loss,61,alphonse2011,954,942,,
483,2023-01-28,5 min,Win,44,Chesslakaswe,963,982,,
484,2023-01-27,5 min,Loss,33,presker,954,984,,
485,2023-01-27,5 min,Win,35,Elasticoz,962,932,80.7,75.9
486,2023-01-27,5 min,Loss,15,BenjiFromTheBlock,954,1036,,
487,2023-01-27,5 min,Loss,45,flerbee,960,954,47.0,50.9
488,2023-01-27,5 min,Loss,20,GonnaBearHug,969,1007,55.0,55.6
489,2023-01-27,5 min,Win,13,mackenziejackson1,977,985,,
490,2023-01-26,5 min,Loss,21,DonViktore,968,947,27.1,43.1
491,2023-01-26,5 min,Win,33,granitt10,977,938,74.4,71.5
492,2023-01-26,5 min,Loss,29,Shagunpunani,970,946,66.1,82.4
493,2023-01-25,5 min,Loss,18,jabesnyder,979,1059,82.4,71.5
494,2023-01-25,5 min,Loss,20,aryan061201,985,1041,75.5,78.2
495,2023-01-24,5 min,Loss,15,Maudit01,992,968,63.0,91.8
496,2023-01-24,5 min,Loss,22,moobeid,1001,995,54.4,67.5
497,2023-01-24,5 min,Win,17,KoliaYonghye,1010,983,88.2,74.6
498,2023-01-24,5 min,Win,25,kennytrinh,1002,959,76.2,62.3
499,2023-01-24,5 min,Win,62,IIRyyDogII,995,1041,86.1,77.8
500,2023-01-24,5 min,Loss,31,e57uardo,986,1022,58.9,73.7
501,2023-01-23,5 min,Loss,16,allanface1,994,1031,72.0,87.3
502,2023-01-23,5 min,Win,21,kudotran10,1001,991,70.3,60.6
503,2023-01-22,5 min,Win,15,Silassilai78,993,952,80.9,64.1
504,2023-01-22,5 min,Win,28,GMIsaiahRay,986,992,82.0,70.1
505,2023-01-22,5 min,Loss,29,fical,977,1073,49.9,57.4
506,2023-01-22,5 min,Win,24,StrikeNeo,983,947,70.3,65.8
507,2023-01-21,5 min,Loss,20,GMDaglaxs,975,1062,48.9,88.5
508,2023-01-21,5 min,Win,34,Martin9699,981,973,47.4,47.5
509,2023-01-20,5 min,Win,16,TheReaINoob,973,962,86.9,67.2
510,2023-01-20,5 min,Loss,12,kjeldkramer,965,997,67.4,86.5
511,2023-01-20,5 min,Loss,28,NiallBax93,973,969,62.9,59.5
512,2023-01-19,5 min,Win,37,AdrinRodrigues,981,960,62.9,54.4
513,2023-01-17,5 min,Loss,29,geeky_baller,973,961,75.6,87.7
514,2023-01-16,5 min,Win,20,ruffaj3d,982,948,69.0,61.1
515,2023-01-16,5 min,Win,10,dusterme,974,965,74.2,57.8
516,2023-01-15,5 min,Loss,64,L1313CH,966,964,85.0,77.5
517,2023-01-14,5 min,Win,6,baffuhaaii,974,932,100.0,67.4
518,2023-01-13,5 min,Loss,43,m4teus2,967,957,72.2,81.8
519,2023-01-12,5 min,Loss,55,luiskikeforero,976,965,72.2,80.1
520,2023-01-12,5 min,Loss,25,kookymon,985,1012,61.8,84.4
521,2023-01-11,5 min,Loss,50,scaboy,993,982,64.2,70.4
522,2023-01-11,5 min,Win,33,tjsl,1002,1019,58.9,67.8
523,2023-01-10,5 min,Loss,4,The_Strawman,993,1045,100.0,100.0
524,2023-01-10,5 min,Loss,40,otterlyinlove,1000,1025,66.1,67.1
525,2023-01-10,5 min,Loss,43,pusoker,1008,1046,61.5,67.8
526,2023-01-09,5 min,Win,53,LudovicoVan,1015,1022,68.6,71.4
527,2023-01-09,5 min,Win,46,AntunDubrovnik,1006,1038,63.1,64.4
528,2023-01-09,5 min,Win,22,justin9cat,997,1028,94.2,77.0
529,2023-01-06,5 min,Loss,23,PaleNerve,988,987,73.4,67.8
530,2023-01-05,5 min,Win,32,sainathgoud123,997,891,88.5,70.9
531,2023-01-03,5 min,Loss,27,mohe88,991,953,74.6,86.7
532,2023-01-03,5|5,Loss,33,hmtschess,1001,1091,65.1,73.8
533,2022-12-26,3 min,Loss,40,abdurhmanb,1008,1002,75.1,89.4
534,2022-12-26,5 min,Loss,24,fortinexpu63,1017,1056,67.4,82.0
535,2022-12-24,5 min,Win,28,silverrush,1025,969,84.6,79.3
536,2022-12-20,5|5,Loss,38,MarcJerschov,1018,891,70.1,68.0
537,2022-12-20,5|5,Loss,14,MarcJerschov,1018,891,61.7,94.4
538,2022-12-20,5|5,Loss,45,MarcJerschov,1018,891,62.0,71.0
539,2022-12-20,5 min,Win,17,DRAA8,1018,967,85.5,85.6
540,2022-12-20,5 min,Loss,22,DRAA8,1011,974,55.8,60.4
541,2022-12-20,5 min,Win,18,inessmouda,1020,930,90.6,74.1
542,2022-12-20,5 min,Win,15,Fhasjim,1014,998,86.6,63.7
543,2022-12-04,5 min,Loss,30,AndreottiVIII,1006,1093,68.4,83.1
544,2022-11-27,5 min,Loss,75,HOT_KNIGHTS,1012,1047,,
545,2022-11-25,5 min,Win,41,Dylan1515,1020,907,80.9,75.9
546,2022-11-24,5 min,Win,36,albafamy,1014,917,63.8,64.7
547,2022-11-24,5 min,Win,23,TheWiseIdiot,1008,1031,78.6,68.9
548,2022-11-20,5 min,Loss,41,Going_South,999,864,53.1,67.1
549,2022-11-20,5 min,Win,8,atanu1990,1010,1007,,
550,2022-11-16,5 min,Loss,1,TheBlade71722,1002,850,,
551,2022-11-13,5 min,Loss,38,tomaszzzo86,1014,1066,63.1,70.3
552,2022-11-09,5 min,Win,22,cely1998,1021,1028,,
553,2022-11-09,5 min,Win,22,Koyoda,1012,962,,
554,2022-11-06,5 min,Loss,14,immd,1005,1031,72.9,85.5
555,2022-11-04,5 min,Loss,25,dmartvillarejo,1013,1091,,
556,2022-11-04,5 min,Loss,54,AndrewDuphon,1020,941,,
557,2022-11-04,5 min,Loss,9,Lichtdesign,1030,1040,,
558,2022-10-30,5 min,Loss,27,rajasekar1818,1038,1051,,
559,2022-10-29,5 min,Loss,19,brainman080,1046,1077,,
560,2022-10-29,5 min,Loss,4,6078219a,1054,1118,97.7,93.3
561,2022-10-27,5 min,Win,54,Scarf0,1061,1017,82.1,77.2
562,2022-10-27,5 min,Win,23,8736,1054,1030,85.4,63.0
563,2022-10-26,5 min,Win,60,dumpalarahul,1046,1058,79.7,76.2
564,2022-10-23,5 min,Win,54,z8z2,1037,1019,80.0,74.5
565,2022-10-23,5 min,Win,8,Latinnus77,1029,979,73.8,43.1
566,2022-10-23,5 min,Win,36,Lourr,1022,1005,74.9,69.6
567,2022-10-22,5 min,Win,40,barnettbank,1014,1005,79.2,76.8
568,2022-10-20,5 min,Loss,36,Dock1337,1005,1067,,
569,2022-10-17,5 min,Draw,57,biboxax,1012,1091,,
570,2022-10-17,5 min,Win,42,albert_fm,1010,969,69.3,64.7
571,2022-10-17,5 min,Win,30,Micbrekelmans,1003,986,90.0,74.2
572,2022-10-16,5 min,Loss,24,ayoubjocker,995,1001,28.3,42.8
573,2022-10-13,5 min,Loss,41,vasant_r,1003,1004,59.2,66.0
574,2022-10-12,5 min,Win,23,Sebastianguevara13,1011,974,77.5,71.4
575,2022-09-27,5 min,Win,31,Geovane_Silva,1003,996,48.5,53.3
576,2022-09-22,1 min,Loss,21,sennadji,814,818,63.0,62.3
577,2022-09-21,1 min,Win,29,arifin25,828,795,,
578,2022-09-21,1 min,Win,22,rahulsadhwani04,815,839,69.3,76.2
579,2022-09-21,1 min,Win,32,palurijohnson,799,780,63.3,63.0
580,2022-09-21,1 min,Loss,33,IDontKnow268,784,972,54.0,48.9
581,2022-09-21,1 min,Win,18,Grisha_097G,794,754,62.6,49.3
582,2022-09-21,1 min,Win,18,Nigolas69,779,799,,
583,2022-09-20,5 min,Win,21,pasko23,995,922,89.8,73.7
584,2022-09-20,5 min,Win,76,FelipeKing612,988,891,84.6,80.5
585,2022-09-20,5 min,Win,34,Jus1231,982,976,87.9,80.0
586,2022-09-20,5 min,Win,31,dalmacian,974,873,76.5,68.0
587,2022-09-20,5 min,Loss,10,jca75f,968,1086,55.4,83.2
588,2022-09-19,5 min,Win,17,shikaleathers,974,979,86.0,77.1
589,2022-09-19,5 min,Win,33,satyapriyanayak,966,899,83.9,83.7
590,2022-09-19,5 min,Win,46,matt9524,959,950,80.3,71.7
591,2022-09-19,5 min,Loss,42,Iba78,951,1026,70.4,55.2
592,2022-09-18,5 min,Win,32,opatriotabjj,958,921,84.0,72.7
593,2022-09-18,5 min,Loss,17,CalebeMatias,951,908,,
594,2022-09-18,5 min,Draw,33,pareshrocky,960,840,81.0,69.5
595,2022-09-18,5 min,Win,27,vefa-celik,963,956,,
596,2022-09-18,5 min,Loss,39,Kasparovido,955,910,64.9,60.2
597,2022-09-18,5 min,Win,49,smallquietmouse,964,866,69.1,60.0
598,2022-09-18,5 min,Loss,19,geko5er,958,1024,,
599,2022-09-17,5 min,Loss,16,Firtalyn,965,1010,,
600,2022-09-17,5 min,Loss,51,x-2235073880,972,1014,75.2,69.0
601,2022-09-17,5 min,Loss,60,vijayumate,979,1028,73.4,75.3
602,2022-09-17,5 min,Win,18,MonoKash,986,978,,
603,2022-09-17,5 min,Win,32,Che2anChess,978,955,76.5,74.9
604,2022-09-17,5 min,Loss,75,nicobrex,970,1017,59.1,62.4
605,2022-09-16,5 min,Loss,37,prasadnaidus,977,1027,63.6,69.8
606,2022-09-16,5 min,Draw,49,FischerDariman,984,951,65.0,66.2
607,2022-09-16,5 min,Loss,29,clemParisSG,985,994,49.2,53.7
608,2022-09-15,5 min,Loss,68,mattidinitto,993,983,79.2,85.4
609,2022-09-15,5 min,Win,18,rilydav,1002,1070,88.7,66.6
610,2022-09-15,5 min,Win,9,patrickkeller35,992,918,97.8,76.3
611,2022-09-15,5 min,Loss,28,headboard,985,978,69.0,75.1
612,2022-09-15,5 min,Win,31,yukobetanabe,994,1010,78.6,71.6
613,2022-09-14,5 min,Loss,46,Lk6af,985,1017,70.5,69.4
614,2022-09-14,5 min,Win,44,SanDaRock,993,1010,51.6,48.2
615,2022-09-14,5 min,Win,22,Nordbrother_73,984,919,54.4,43.8
616,2022-09-12,5 min,Win,47,guilechiquier,977,916,81.4,71.5
617,2022-09-10,5 min,Win,49,rookie-jkt,970,921,85.2,76.2
618,2022-09-05,5 min,Loss,61,loonary_phasma,963,989,64.9,72.1
619,2022-09-05,5 min,Loss,28,Warti33,971,1004,70.5,78.9
620,2022-09-05,5 min,Win,57,BrianRmzHdz,979,951,83.7,76.1
621,2022-09-05,5 min,Win,20,shakinjake,971,924,89.9,70.8
622,2022-09-05,5 min,Loss,24,yusuffrat,964,981,69.5,75.4
623,2022-09-05,5 min,Loss,12,hitamputih7,972,975,75.1,89.7
624,2022-09-05,5 min,Loss,44,damodarnaidu,980,1034,64.0,63.1
625,2022-09-05,5 min,Loss,42,giovannigenero420,987,1030,68.4,80.1
626,2022-09-05,5 min,Loss,35,skakashe4ka,994,1041,76.7,86.0
627,2022-09-04,5 min,Win,50,Amirk1970,1001,956,78.0,78.4
628,2022-09-04,5 min,Win,29,Kolizeil,994,956,79.9,71.5
629,2022-09-04,5 min,Loss,30,PetrLudvikAlexanderB,987,969,,
630,2022-09-04,5 min,Win,8,Kobler,996,985,96.8,67.8
631,2022-09-03,5 min,Win,14,Kingside1988,988,946,,
632,2022-09-03,5 min,Loss,47,gabriban,981,1011,75.9,80.5
633,2022-09-03,5 min,Loss,46,atiba47,989,1027,69.2,76.3
634,2022-09-02,5 min,Win,44,erherh,996,965,75.8,75.5
635,2022-09-02,5 min,Loss,38,AmmarSaleh9999,988,1052,46.7,43.6
636,2022-09-02,5 min,Win,42,vojta101,995,1045,,
637,2022-09-02,5 min,Win,34,rohitr08,985,969,83.2,73.1
638,2022-09-02,5 min,Loss,30,eladariel,977,1016,,
639,2022-09-02,5 min,Win,11,letscelebrateandsuck,984,1031,81.7,59.0
640,2022-09-02,5 min,Win,42,lingeshanand,975,954,77.0,64.6
641,2022-09-01,5 min,Win,47,Dugalo,967,982,,
642,2022-09-01,5 min,Win,23,peste200,958,947,73.1,54.9
643,2022-09-01,5 min,Loss,59,bbBaaad,950,926,69.7,70.8
644,2022-09-01,5 min,Win,47,LollonardCocinero,959,928,82.8,72.9
645,2022-09-01,5 min,Win,55,Aza_I,951,894,71.1,65.0
646,2022-09-01,5 min,Win,28,ubermurzyn,944,860,83.1,79.3
647,2022-09-01,5 min,Loss,25,agusdwih,938,988,,
648,2022-08-31,5 min,Win,42,Thabet10,945,931,,
649,2022-08-31,5 min,Loss,54,banek010,937,1001,,
650,2022-08-30,5 min,Win,21,thecikabane,944,880,87.7,72.5
651,2022-08-30,5 min,Win,35,AyyarsamiAdaickalam,937,878,79.2,72.4
652,2022-08-30,1 min,Win,31,Irbb,760,774,61.2,53.7
653,2022-08-29,1 min,Win,31,Harrycious,743,740,63.8,72.1
654,2022-08-29,1 min,Loss,31,AliSZohaib,726,711,61.4,70.7
655,2022-08-29,5 min,Loss,14,iamcurtanderson,930,948,50.2,92.0
656,2022-08-29,5 min,Win,13,ivantil,938,893,94.0,72.7
657,2022-08-29,5 min,Loss,27,gh698486,931,923,36.9,47.6
658,2022-08-29,5 min,Win,33,Vsandeep915,940,945,,
659,2022-08-29,5 min,Win,26,musiolartinez,932,929,74.2,66.6
660,2022-08-29,5 min,Loss,39,pakritidis11,923,957,77.5,89.7
661,2022-08-29,5 min,Win,47,alinursoleh,931,896,82.0,73.5
662,2022-08-28,5 min,Loss,36,Qerny,923,955,75.7,84.5
663,2022-08-28,5 min,Loss,24,masternewton,931,927,,
664,2022-08-28,5 min,Win,17,simonkigz,940,880,,
665,2022-08-28,5 min,Loss,35,Oracle37,933,987,74.6,83.2
666,2022-08-27,5 min,Loss,16,ikmalharon,940,920,62.3,91.7
667,2022-08-27,5 min,Loss,35,franz_javier,949,995,64.0,73.1
668,2022-08-27,5 min,Draw,43,BA1ANO13,956,896,80.9,78.2
669,2022-08-26,5 min,Draw,65,kakau67,957,881,79.7,79.3
670,2022-08-26,5 min,Loss,53,bairikumar,959,1020,70.7,71.0
671,2022-08-26,5 min,Loss,38,mojtabazarinn,966,1002,40.5,50.2
672,2022-08-26,5 min,Win,36,mariocossio2021,973,952,,
673,2022-08-26,5 min,Loss,38,Xorxa14,965,1078,67.5,76.5
674,2022-08-26,5 min,Win,38,ChateauBish,971,949,71.7,67.7
675,2022-08-26,5 min,Win,52,amanuelak,963,908,81.1,74.6
676,2022-08-25,5 min,Loss,42,papcito23,956,1013,69.2,77.5
677,2022-08-25,5 min,Loss,60,ChicoDePaula,963,1073,73.9,79.2
678,2022-08-25,5 min,Loss,9,GeekyYeti,969,925,80.0,83.2
679,2022-08-25,5 min,Win,17,Claudio888,978,974,76.5,64.1
680,2022-08-25,5 min,Win,35,Cgmethod,970,966,61.4,53.6
681,2022-08-25,5 min,Loss,44,Felnt,962,916,76.5,80.5
682,2022-08-25,5 min,Win,20,mw9041972ftm,971,930,67.1,46.1
683,2022-08-24,5 min,Loss,20,danilovieira,964,1028,69.9,92.6
684,2022-08-24,1 min,Loss,20,zz2021bb,745,765,55.1,69.2
685,2022-08-24,3 min,Loss,16,JesusTarsia,971,956,62.9,80.1
686,2022-08-24,5 min,Loss,42,y-BluntAssignmen,980,980,56.9,63.9
687,2022-08-24,5 min,Loss,22,mariusescovici,988,1009,,
688,2022-08-24,5 min,Loss,39,Dreamaforgot,996,1008,,
689,2022-08-24,5 min,Loss,32,VictimOfCrime,1004,1044,,
690,2022-08-24,5 min,Loss,16,Kay113579,1011,1017,68.4,81.6
691,2022-08-24,5 min,Win,14,jmcoro,1019,1034,,
692,2022-08-23,5 min,Win,48,malvicho,1010,1010,,
693,2022-08-23,5 min,Win,12,FarukPita,1002,991,69.5,53.0
694,2022-08-23,5 min,Win,30,haji12345,994,950,79.7,70.8
695,2022-08-23,5 min,Win,45,SakibAhmed009,987,929,81.7,73.5
696,2022-08-23,5 min,Win,35,Deadintellectual,980,923,74.5,63.0
697,2022-08-22,5 min,Loss,25,Benjaminsalvi,973,973,61.0,76.4
698,2022-08-22,5 min,Win,25,auzan8617,981,975,80.9,69.8
699,2022-08-22,5 min,Win,27,igormihailovich07,973,972,,
700,2022-08-22,5 min,Draw,38,Ognenoski7,965,965,84.5,79.5
701,2022-08-20,5 min,Loss,24,Zzigor,965,974,,
702,2022-08-19,5 min,Win,11,hanymagic2007,973,914,83.1,84.8
703,2022-08-19,5 min,Win,36,blablacheck,966,937,83.5,76.7
704,2022-08-19,5 min,Win,42,beetown77,958,942,,
705,2022-08-19,5 min,Win,19,OpenDoorPolicy,950,954,89.9,74.2
706,2022-08-19,5 min,Draw,50,djpatil004,941,971,79.8,76.3
707,2022-08-19,5 min,Win,17,eric5776,940,890,69.2,57.7
708,2022-08-19,5 min,Win,31,1connue,933,921,75.7,71.2
709,2022-08-17,5 min,Win,33,bhagyraj,925,850,73.0,65.4
710,2022-08-17,5 min,Loss,27,en3joy,918,913,67.5,83.0
711,2022-08-12,5 min,Win,39,RICCARDO1958,926,871,81.3,77.4
712,2022-08-11,5 min,Win,14,kamalsaleh,919,908,83.2,65.3
713,2022-08-11,5 min,Loss,28,MAUTKASAUDAGR,911,968,,
714,2022-08-11,5 min,Win,26,hekrri123456,918,866,68.7,57.6
715,2022-08-11,5 min,Loss,61,Italyplay78,911,924,84.0,78.2
716,2022-08-11,5 min,Loss,62,mullie,919,960,70.7,75.6
717,2022-08-11,5 min,Win,52,sharad1474,926,911,,
718,2022-08-10,5 min,Win,25,MasoudAkbari0,918,873,90.4,78.1
719,2022-08-09,5 min,Loss,26,Dan-1211,911,930,74.4,92.7
720,2022-08-08,5 min,Win,42,daidauni,919,863,,
721,2022-08-08,5 min,Win,31,Ngogo,912,850,61.4,61.3
722,2022-08-08,5 min,Win,8,aaronhagel,905,863,92.8,60.4
723,2022-08-07,5 min,Win,12,godik_01,898,903,83.3,64.8
724,2022-08-04,5 min,Loss,54,Michael_Taal_007,890,945,50.1,56.9
725,2022-08-04,5 min,Win,12,aig_HASKELL,897,861,90.4,68.3
726,2022-08-04,5 min,Win,23,Albertodrive,889,785,90.7,76.9
727,2022-08-03,5 min,Win,40,B0TTLEBRUSH,882,803,68.3,54.6
728,2022-08-02,5 min,Loss,40,ANY2ANY2,876,928,43.4,50.4
729,2022-08-01,5 min,Loss,26,madmadmad01,883,917,62.6,76.1
730,2022-08-01,5 min,Win,19,Hawking_14,891,896,,
731,2022-08-01,5 min,Win,7,Juanv123chess,883,880,100.0,47.4
732,2022-08-01,5 min,Loss,22,oaparra,875,910,,
733,2022-08-01,5 min,Loss,38,HOLDFAST2,883,884,74.7,89.0
734,2022-08-01,5 min,Win,14,DanielKulibaba,891,876,84.1,55.3
735,2022-07-31,5 min,Win,33,migaan,883,898,87.4,69.0
736,2022-07-31,5 min,Win,28,peskua,874,837,76.8,67.6
737,2022-07-31,5 min,Win,34,hamidam69,867,903,56.0,53.7
738,2022-07-31,5 min,Win,26,dirtymcc,858,834,,
739,2022-07-31,5 min,Win,47,khrlarfn,850,846,73.3,65.5
740,2022-07-31,5 min,Loss,74,itswickedmojo,842,825,62.2,62.2
741,2022-07-31,5 min,Win,20,Inder010,851,798,,
742,2022-07-31,5 min,Win,19,Jcrindoor,844,840,98.4,82.2
743,2022-07-31,5 min,Win,20,stephzen,836,859,69.5,53.5
744,2022-07-29,5 min,Win,36,Unkle_Jeff,827,634,90.5,74.2
745,2022-07-29,5 min,Loss,23,Mgaza,819,813,,
746,2022-07-29,5 min,Loss,34,mgnewman5,828,864,76.1,84.6
747,2022-07-27,5 min,Win,52,budrusty,836,816,67.8,67.9
748,2022-07-27,3 min,Win,46,MInato_Namikaze2,828,808,66.6,61.7
749,2022-07-27,3 min,Loss,32,RazmusV,820,868,83.0,89.7
750,2022-07-26,3 min,Loss,31,Tomy276986,827,837,77.8,89.1
751,2022-07-26,3 min,Loss,31,Ashishzzzzz,835,884,77.6,79.4
752,2022-07-26,3 min,Win,8,Brayan_C,842,812,94.6,81.8
753,2022-07-26,3 min,Win,45,Aisthesis85,834,833,71.2,70.1
754,2022-07-25,3 min,Loss,21,MSTSBX,826,801,50.7,51.6
755,2022-07-25,3 min,Win,34,Daniyar_Sassykov,835,818,78.2,63.9
756,2022-07-25,3 min,Draw,45,CramTarim,827,820,65.3,63.8
757,2022-07-25,3 min,Loss,42,Vitamin_Z12,827,817,65.4,58.1
758,2022-07-25,3 min,Win,31,surftim,836,797,57.4,54.5
759,2022-07-25,3 min,Loss,34,Hannibalbarka49,829,866,64.4,81.3
760,2022-07-25,3 min,Win,46,SurajRaut1011,836,826,,
761,2022-07-25,3 min,Draw,71,nageshsalunke,827,816,77.6,82.4
762,2022-07-23,3 min,Win,22,profitpower,827,810,,
763,2022-07-21,5 min,Win,35,victiky88,819,823,71.1,61.0
764,2022-07-20,5 min,Win,46,arunveerverma,811,826,84.0,76.4
765,2022-07-20,5 min,Loss,35,Oskirlop,802,799,,
766,2022-07-20,5 min,Win,49,omeromer356,810,768,,
767,2022-07-19,5 min,Loss,33,CaptainLuau,803,803,58.3,69.6
768,2022-07-18,5 min,Loss,9,rudrakshakasar,811,866,74.7,87.4
769,2022-07-18,5 min,Loss,17,ratuabi,818,799,86.6,78.1
770,2022-07-18,5 min,Win,8,hba84,827,784,,
771,2022-07-18,5 min,Loss,10,Gabo-aR,820,852,67.3,79.6
772,2022-07-18,5 min,Loss,11,Shivamagrawal123,828,831,93.5,92.8
773,2022-07-18,5 min,Loss,24,Mrgump1,836,862,58.9,66.0
774,2022-07-18,5 min,Win,42,nkitching16,844,722,61.0,55.1
775,2022-07-18,5 min,Win,21,seb-berg,838,798,73.9,71.1
776,2022-07-18,5 min,Loss,46,FulanoDtal,831,846,68.7,67.2
777,2022-07-17,5 min,Win,17,cjfernan,839,833,66.9,59.2
778,2022-07-17,5 min,Win,37,BariS1407,831,735,,
779,2022-07-17,3 min,Loss,37,nicolozo92,825,882,67.3,58.2
780,2022-07-17,3 min,Loss,31,jamilega,832,826,57.9,65.2
781,2022-07-17,3 min,Win,27,Chesstastic4856,841,805,,
782,2022-07-16,3 min,Draw,57,rajat_666,834,874,79.2,73.5
783,2022-07-16,3 min,Win,20,Nicaless,833,774,78.9,66.8
784,2022-07-15,3 min,Loss,21,bhuvnesh_jindal,826,866,29.4,44.7
785,2022-07-15,3 min,Win,24,AndreaGrandi,833,833,43.8,36.7
786,2022-07-15,3 min,Loss,34,Shadow1970,825,831,,
787,2022-07-15,3 min,Win,11,seetharamkoundinya,833,843,94.7,80.0
788,2022-07-13,3 min,Win,9,mikeztoto,824,790,84.5,86.2
789,2022-07-10,3 min,Loss,22,AshyJosi,816,859,60.6,63.0
790,2022-07-10,3 min,Win,30,ClevereggHUN,823,776,87.5,73.9
791,2022-07-08,5 min,Win,22,CEFR505,816,825,81.7,65.5
792,2022-07-08,5 min,Loss,35,akinawa9,807,800,86.2,82.1
793,2022-07-08,5 min,Loss,42,West_93,816,805,76.3,82.1
794,2022-07-08,5 min,Win,23,alaeelalami,825,825,,
795,2022-07-08,5 min,Draw,18,Eiermaler789,817,780,69.6,72.9
796,2022-07-07,5 min,Loss,32,chellappa78,818,856,69.4,75.6
797,2022-07-07,5 min,Win,8,racerx41,825,805,98.7,71.7
798,2022-07-07,5 min,Win,33,Nolly01,817,818,90.9,78.9
799,2022-07-07,5 min,Loss,29,giorgisulamanidze,809,806,64.5,74.9
800,2022-07-07,3 min,Loss,28,thomasbergstig,817,835,53.1,67.5
801,2022-07-06,3 min,Win,37,jahliv,825,792,,
802,2022-07-06,3 min,Win,49,BigBrother3111,817,849,75.9,68.3
803,2022-07-06,3 min,Win,28,djcoolk,808,625,69.7,58.3
804,2022-07-06,3 min,Loss,39,tekarun,800,819,81.7,75.6
805,2022-07-06,3 min,Loss,26,dhanesh18,808,807,68.5,70.7
806,2022-07-06,3 min,Loss,24,kuuu69,816,792,,
807,2022-07-05,3 min,Win,59,Morokir,825,809,68.1,68.4
808,2022-07-04,3 min,Loss,18,chosen142,817,860,66.1,83.6
809,2022-07-04,3 min,Win,57,Rstrydom777,824,801,84.0,77.7
810,2022-07-04,3 min,Win,22,Rstrydom777,816,809,,
