,Date,Game Category,Result,Total Moves,Opponent,My_Rating,Opponent_Rating,My_Accuracy,Opponent_Accuracy
2428,2020-07-23,1 min,Loss,40,EilyAjaiky,591,559,,
2429,2020-07-23,1 min,Win,35,EilyAjaiky,600,550,,
2430,2020-07-23,1 min,Loss,28,Rameshuk1339,592,609,,
2431,2020-07-23,1 min,Win,12,Fittrader,601,599,,
2432,2020-07-23,1 min,Win,8,Kaktus212,592,642,,
2433,2020-07-22,5 min,Loss,36,hassanzamani,858,922,74.8,69.7
2434,2020-07-22,5 min,Loss,24,Hermann65,865,911,,
2435,2020-07-22,5 min,Loss,17,phba4,872,923,,
2436,2020-07-21,5 min,Draw,58,cataveta,879,884,,
2437,2020-07-20,3 min,Loss,55,PieceHeist,879,902,,
2438,2020-07-20,5 min,Loss,45,notgood1518,887,894,,
2439,2020-07-20,5 min,Win,57,kulm,895,919,58.1,70.4
2440,2020-07-20,5 min,Loss,47,darsh007123,886,937,,
2441,2020-07-19,5 min,Win,73,Ron4ldinho,893,895,,
2442,2020-07-18,5 min,Loss,40,Masta-SK,885,907,,
2443,2020-07-18,5 min,Win,40,wildweirdo,893,889,,
2444,2020-07-16,1 min,Loss,29,FLPSmith,581,635,,
2445,2020-07-16,5 min,Loss,31,himanshu7399,885,907,,
2446,2020-07-16,5 min,Loss,43,Serg89219776495,893,932,,
2447,2020-07-16,5 min,Win,31,hiteshjain07,900,915,,
2448,2020-07-16,5 min,Win,30,Obispo_xp,891,907,,
2449,2020-07-16,5 min,Loss,37,alifbakas,882,853,,
2450,2020-07-16,5 min,Win,47,rr33n,891,828,93.4,39.6
2451,2020-07-16,5 min,Loss,52,pankajnikas,884,943,,
2452,2020-07-15,1 min,Loss,22,namangd,589,600,,
2453,2020-07-15,1 min,Loss,25,Gamorraa,598,597,,
2454,2020-07-15,1 min,Win,13,Yazericunn,608,464,,
2455,2020-07-15,1 min,Loss,25,SirJB007,600,562,,
2456,2020-07-14,5 min,Win,7,crolulumahami,891,847,,
2457,2020-07-14,5 min,Loss,57,ppadilha97,884,926,,
2458,2020-07-13,5 min,Win,47,VWK787,891,861,,
2459,2020-07-13,5 min,Win,2,akhil4616,883,858,,
2460,2020-07-13,5 min,Win,36,stevebarras,875,884,,
2461,2020-07-13,5 min,Draw,55,ChEsSinGJaN,866,914,,
2462,2020-07-13,5 min,Loss,43,MrRainz,865,927,,
2463,2020-07-13,5 min,Loss,31,OlesyaZaicevaRulit,872,934,60.1,94.7
2464,2020-07-12,5 min,Win,53,MsShigo,879,908,,
2465,2020-07-12,5 min,Loss,42,micka53,870,849,,
2466,2020-07-12,1 min,Loss,31,JGKiker,611,630,,
2467,2020-07-12,5 min,Win,19,parth_10136,879,905,,
2468,2020-07-12,5 min,Win,41,sonysnoopy,870,830,,
2469,2020-07-12,5 min,Draw,58,otday_pobedy_pliz,863,944,,
2470,2020-07-12,5 min,Win,45,shahabvahedi,861,866,,
2471,2020-07-12,5 min,Win,31,Layhimdown,852,805,,
2472,2020-07-12,5 min,Win,29,ManishGarg0912,845,858,,
2473,2020-07-12,5 min,Win,60,MalharKothari,836,871,,
2474,2020-07-11,1 min,Loss,27,floatincloud,620,644,,
2475,2020-07-11,3 min,Loss,49,schindlerl,827,895,,
2476,2020-07-11,5 min,Win,45,Orelsinge,834,844,,
2477,2020-07-11,5 min,Win,41,TheSaintEcho,825,814,,
2478,2020-07-11,1 min,Win,24,jating06,629,587,,
2479,2020-07-11,1 min,Loss,34,kiesyo,620,641,,
2480,2020-07-11,1 min,Win,9,kiesyo,630,633,,
2481,2020-07-11,5 min,Loss,40,MrPink50,817,1015,,
2482,2020-07-11,5 min,Loss,48,harryf94,821,850,,
2483,2020-07-11,5 min,Win,31,harryf94,829,842,,
2484,2020-07-10,5 min,Loss,51,Dhanyavaad,820,858,,
2485,2020-07-10,5 min,Loss,50,Ahmadabomohama15625,827,858,,
2486,2020-07-10,5 min,Loss,45,Niku888,835,889,,
2487,2020-07-09,3 min,Loss,41,Dakshjoshi23,842,762,,
2488,2020-07-08,3 min,Win,49,morder11,852,857,,
2489,2020-07-07,3 min,Loss,27,NickCardarelli,843,897,,
2490,2020-07-07,1 min,Loss,24,Ashuphymat,619,657,39.3,83.1
2491,2020-07-07,1 min,Loss,30,ssid8802,629,649,,
2492,2020-07-07,1 min,Win,16,dmishoot,640,584,,
2493,2020-07-07,1 min,Loss,22,sudarshansingh777,630,621,,
2494,2020-07-07,1 min,Loss,27,Brunvald1,642,697,,
2495,2020-07-07,1 min,Win,30,anindyadasgupta,652,633,,
2496,2020-07-05,5 min,Loss,29,chessdot2015,850,904,,
2497,2020-07-05,5|5,Draw,81,muthu_12,857,781,,
2498,2020-07-05,3|2,Win,23,icrown,859,812,,
2499,2020-07-05,5 min,Win,5,Devarora5,852,878,,
2500,2020-07-04,5 min,Loss,48,bcolemn,843,881,,
2501,2020-07-04,5 min,Loss,21,conisah,850,890,,
2502,2020-07-03,5 min,Loss,10,chessvikku,857,900,,
2503,2020-07-03,5 min,Win,56,kfjahskf,864,793,,
2504,2020-07-03,5 min,Loss,49,Kamitto,857,929,,
2505,2020-06-30,5 min,Win,57,nyunyu1,864,785,,
2506,2020-06-29,5 min,Win,31,Grassnyer,858,822,,
2507,2020-06-29,5 min,Loss,46,Dr_jou88,850,842,,
2508,2020-06-29,5 min,Win,48,Druid777Volodya,859,889,85.2,84.2
2509,2020-06-29,5 min,Win,4,MrPink50,850,1058,,
2510,2020-06-28,1 min,Win,35,Pin_wheel,640,539,,
2511,2020-06-28,5 min,Loss,23,Speedychaos44,837,870,,
2512,2020-06-28,5 min,Loss,31,brianwilmarth,845,890,,
2513,2020-06-28,5 min,Loss,36,TestedFan,852,884,,
2514,2020-06-28,5 min,Loss,31,MrPink50,860,1052,,
2515,2020-06-28,5|5,Loss,42,ownthyself215,864,830,,
2516,2020-06-28,5|5,Win,50,magcat,873,967,,
2517,2020-06-28,3 min,Loss,47,Richardzzenon,862,799,,
2518,2020-06-27,3 min,Win,25,kevinlee303,872,853,,
2519,2020-06-27,10 min,Draw,55,mharsley,864,893,,
2520,2020-06-27,10 min,Loss,59,vashujain,863,877,,
2521,2020-06-27,10 min,Loss,18,kouheiuchiha,871,872,,
2522,2020-06-27,5 min,Loss,25,CuzzinCuzzo,879,850,,
2523,2020-06-27,5 min,Loss,27,Cleanfox,888,952,,
2524,2020-06-27,5 min,Win,2,ls1979,895,840,,
2525,2020-06-27,5 min,Loss,48,loadbalancer15,888,925,,
2526,2020-06-27,1 min,Win,19,Rketan44,631,651,,
2527,2020-06-27,1 min,Win,20,ssr1211,618,577,,
2528,2020-06-26,10 min,Loss,48,vess27,895,952,,
2529,2020-06-26,10 min,Loss,37,Katsching,902,935,,
2530,2020-06-26,1 min,Win,26,docTom02,606,609,,
2531,2020-06-26,1 min,Win,15,kevinmchugh24,592,622,,
2532,2020-06-26,1 min,Loss,23,carterfreeze,577,592,,
2533,2020-06-26,1 min,Win,3,satho470,591,604,,
2534,2020-06-25,1 min,Loss,24,trani78,575,559,,
2535,2020-06-25,1 min,Loss,25,Naveenbnsl,592,615,,
2536,2020-06-25,5 min,Win,32,Gal94,910,953,,
2537,2020-06-21,5 min,Win,23,Davymuka,900,910,,
2538,2020-06-20,5 min,Loss,36,Ufuk7,891,976,,
2539,2020-06-18,10 min,Loss,8,mitesh3950,897,923,,
2540,2020-06-18,5 min,Loss,57,yacev3,905,911,,
2541,2020-06-18,5 min,Loss,34,mmctighe,913,936,,
2542,2020-06-18,1 min,Win,8,atljonesbro3,607,521,,
2543,2020-06-18,1 min,Win,24,joranlarsen,595,564,,
2544,2020-06-16,1 min,Loss,27,mxx5856,579,649,,
2545,2020-06-16,1 min,Loss,18,AK47yadavs,594,589,,
2546,2020-06-15,1 min,Win,29,Qasim9,613,563,,
2547,2020-06-15,1 min,Win,29,CorruptFrenzyy,596,548,,
2548,2020-06-11,10 min,Loss,58,funner100,921,937,,
2549,2020-06-11,10 min,Loss,65,Reza994163,929,967,,
2550,2020-06-11,10 min,Loss,68,hyclon,936,996,70.5,88.4
2551,2020-06-11,10 min,Win,55,pvt25,943,923,,
2552,2020-06-10,10 min,Win,30,asdf879,935,943,,
2553,2020-06-10,10 min,Win,15,Cebotari30,926,867,,
2554,2020-06-10,10 min,Win,27,bernardlav,919,895,,
2555,2020-06-09,10 min,Win,27,stebego,911,893,,
2556,2020-06-09,10 min,Win,26,2415842565,903,892,,
2557,2020-06-09,10 min,Loss,65,Bigboss0700,895,919,,
2558,2020-06-09,10 min,Loss,25,wolfmeischner,903,923,,
2559,2020-06-09,10 min,Win,22,Daniil_Permyakov,911,933,,
2560,2020-06-09,10 min,Draw,47,zheneral67,902,875,,
2561,2020-06-09,10 min,Loss,44,Kozhakhanov_Darkhan,903,966,,
2562,2020-06-09,10 min,Win,37,roanl,910,898,,
2563,2020-06-08,10 min,Loss,39,mhk778,902,920,,
2564,2020-06-08,10 min,Draw,58,dhruthimurthy,910,937,,
2565,2020-06-08,10 min,Win,39,nithinsubhash,909,847,,
2566,2020-06-08,10 min,Win,17,FakeJoan,902,849,90.2,84.1
2567,2020-06-07,10 min,Win,36,dnjuarez1964,895,884,,
2568,2020-06-07,10 min,Loss,23,handsomeguy69,887,950,16.2,73.6
2569,2020-06-07,10 min,Win,18,micikapos,894,856,,
2570,2020-06-07,10 min,Win,80,maciejss,887,871,,
2571,2020-06-07,10 min,Loss,44,Pappa37,879,932,,
2572,2020-06-07,1 min,Win,17,Thunder2525,578,559,,
2573,2020-06-07,1 min,Win,25,Pipou31072013,558,597,,
2574,2020-06-07,10 min,Win,32,Ayushever,886,828,74.3,58.7
2575,2020-06-07,10 min,Win,25,Faresbas190,879,901,,
2576,2020-06-06,10 min,Win,44,iulian-catalin,870,850,,
2577,2020-06-06,10 min,Win,73,IainHarper,862,860,,
2578,2020-06-06,10 min,Loss,54,mounikgone,854,874,,
2579,2020-06-06,10 min,Loss,63,Bunsenbrander,862,984,,
2580,2020-06-06,10 min,Loss,66,Assanchik,868,994,,
2581,2020-06-06,10 min,Win,56,Assanchik,873,989,,
2582,2020-06-04,10 min,Win,5,charli0051,862,888,,
2583,2020-06-04,10 min,Loss,33,kzarab,853,837,,
2584,2020-06-04,10 min,Win,50,Fireyjon,862,832,,
2585,2020-06-04,5 min,Loss,34,URDEAD4SURE,854,832,,
2586,2020-06-04,5 min,Win,38,samehsalibmeseha,863,869,,
2587,2020-06-04,5 min,Loss,35,AlehandroAS,854,843,52.6,11.4
2588,2020-06-04,5 min,Loss,51,crazydog257,863,879,,
2589,2020-06-03,10 min,Win,33,K64square,871,829,,
2590,2020-06-03,5 min,Win,31,Konst144,864,824,,
2591,2020-06-03,5 min,Win,34,AshwinKumar2001,857,817,,
2592,2020-06-03,5 min,Loss,45,lukeyax,850,833,,
2593,2020-06-03,5 min,Win,21,TrottingExpert,859,863,,
2594,2020-06-03,5 min,Win,40,IgorStratulat,850,800,,
2595,2020-06-02,5 min,Win,22,ArtemAtamanchuk,843,859,96.9,77.4
2596,2020-06-02,10 min,Win,65,Rohit0691,834,847,,
2597,2020-06-01,10 min,Win,35,pal_mriganka,825,822,,
2598,2020-05-31,3|2,Loss,8,Raghav2197,817,796,54.7,40.9
2599,2020-05-31,5 min,Win,29,jolt8,826,834,,
2600,2020-05-31,10 min,Loss,20,TobiazHD,817,800,,
2601,2020-05-31,5 min,Win,13,rkkola,826,819,,
2602,2020-05-29,10 min,Loss,22,FabianSweeney,818,805,,
2603,2020-05-29,10 min,Loss,64,SamMartirossians,827,835,,
2604,2020-05-28,10 min,Win,22,mika88a,835,806,71.0,31.7
2605,2020-05-28,10 min,Draw,22,Jcabrera272,827,840,,
2606,2020-05-28,10 min,Loss,42,davidc611,827,835,,
2607,2020-05-28,5 min,Loss,47,llAadyll,835,875,,
2608,2020-05-28,5 min,Loss,49,CloudyArm,842,871,,
2609,2020-05-28,5 min,Win,42,marin185,850,797,,
2610,2020-05-27,5 min,Loss,46,larry423,843,867,,
2611,2020-05-27,10 min,Loss,27,Yoavoz123,851,904,60.5,98.2
2612,2020-05-27,10 min,Win,21,ArchonOfDiscord,858,854,,
2613,2020-05-27,10 min,Win,52,ArchonOfDiscord,850,862,,
2614,2020-05-27,10 min,Win,47,blas123blas,841,848,40.6,44.0
2615,2020-05-26,10 min,Win,36,Bichedor,832,790,,
2616,2020-05-26,10 min,Win,9,Thuhien86,825,814,,
2617,2020-05-26,10 min,Win,14,Gunj_bans,817,854,,
2618,2020-05-26,10 min,Win,26,raw2866,808,754,55.5,7.2
2619,2020-05-26,10 min,Loss,47,Drobi33,801,782,,
2620,2020-05-26,10 min,Loss,37,yatin_m30,810,836,,
2621,2020-05-23,10 min,Loss,36,samdewan84,818,835,,
2622,2020-05-22,5 min,Loss,40,MrPink50,826,956,,
2623,2020-05-21,10 min,Win,18,Dilpreet-C,831,829,91.0,70.7
2624,2020-05-20,10 min,Loss,21,toe5,823,795,,
2625,2020-05-20,10 min,Win,28,wigj3,832,736,,
2626,2020-05-20,10 min,Win,11,Enes1691,826,817,,
2627,2020-05-20,10 min,Win,45,ekkstatic,818,773,,
2628,2020-05-20,10 min,Win,31,PhamTuan201,811,833,,
2629,2020-05-20,10 min,Loss,58,Hasbulla31,802,860,,
2630,2020-05-20,10 min,Loss,56,Khawaja12990,809,832,,
2631,2020-05-20,10 min,Win,14,andrej30283,817,809,,
2632,2020-05-20,10 min,Win,24,Bivek1988,809,758,24.6,7.1
2633,2020-05-20,10 min,Loss,29,kamal_edmoun,802,808,,
2634,2020-05-20,10 min,Loss,35,melikaaaaaaaaaaaaaaa,810,809,,
2635,2020-05-19,10 min,Win,47,akshat_pathak,818,753,,
2636,2020-05-19,10 min,Draw,63,nemanjabbrdo,811,791,,
2637,2020-05-19,10 min,Win,12,MichaelDoery,811,840,30.2,38.1
2638,2020-05-18,10 min,Win,20,Agalat,802,791,,
2639,2020-05-18,10 min,Win,42,thundercorona,794,730,,
2640,2020-05-18,10 min,Win,34,kothandapanic,787,748,,
2641,2020-05-18,10 min,Win,44,JeeItsDee,780,743,,
2642,2020-05-18,10 min,Win,25,Rajashish,772,767,,
2643,2020-05-18,10 min,Win,24,GTerminator,764,741,56.4,24.4
2644,2020-05-17,10 min,Win,52,wadoma,756,699,,
2645,2020-05-17,10 min,Win,62,LuigidAn,749,691,47.5,59.3
2646,2020-05-15,10 min,Win,46,flytrap97,742,690,,
2647,2020-05-15,10 min,Loss,36,buzo27,735,754,,
2648,2020-05-15,10 min,Win,37,Xyst3m,743,660,37.1,14.9
2649,2020-05-15,10 min,Loss,49,madain,737,725,,
2650,2020-05-14,10 min,Win,23,madain,746,716,,
2651,2020-05-14,10 min,Loss,18,hrishesh33,738,726,,
2652,2020-05-14,10 min,Win,45,GUGACHESS1,747,754,79.2,37.7
2653,2020-05-13,1 min,Loss,26,calm_chris,533,607,,
2654,2020-05-13,1 min,Win,30,AngelAngel76,550,549,,
2655,2020-05-13,1 min,Loss,29,ohushi,528,521,,
2656,2020-05-13,10 min,Loss,34,OHSC,738,766,,
2657,2020-05-13,10 min,Draw,54,davidere93,746,787,,
2658,2020-05-13,10 min,Loss,22,guru2282,745,734,,
2659,2020-05-12,10 min,Loss,54,shawtranj,754,731,,
2660,2020-05-12,10 min,Win,40,OMSHANKAR123,763,821,45.9,17.6
2661,2020-05-12,10 min,Win,44,NRK9,753,743,,
2662,2020-05-12,1 min,Loss,24,helpmemate,552,602,,
2663,2020-05-12,10 min,Loss,32,dharanid26,745,790,,
2664,2020-05-12,1 min,Win,29,leonardototo,574,532,,
2665,2020-05-12,1 min,Win,20,hagollosmaximus,550,428,,
2666,2020-05-12,1 min,Loss,21,girajignesh,530,487,,
2667,2020-05-11,10 min,Loss,17,artimator007,752,736,,
2668,2020-05-11,10 min,Win,21,artimator007,761,727,,
2669,2020-05-11,1 min,Win,17,Flyingking00,566,481,,
2670,2020-05-11,1 min,Win,17,Marcelo713,539,476,,
2671,2020-05-11,10 min,Win,20,famousmathew,753,738,,
2672,2020-05-11,10 min,Win,37,ANUMRAJ,745,708,,
2673,2020-05-11,10 min,Win,31,edu10teho,738,744,,
2674,2020-05-11,10 min,Win,17,nbs11,729,689,92.6,5.6
2675,2020-05-10,10 min,Win,35,SadnessOfLogic,722,697,38.8,15.2
2676,2020-05-10,1 min,Loss,19,Tomiris1995,507,626,,
2677,2020-05-10,1 min,Loss,31,ben332,536,585,,
2678,2020-05-10,1 min,Win,20,InvisibleGS,578,482,,
2679,2020-05-10,1 min,Loss,30,CTAAAA,537,687,,
2680,2020-05-10,1 min,Loss,32,SashiPort,576,562,,
2681,2020-05-10,10 min,Draw,46,Lofotveggen,714,732,,
2682,2020-05-10,10 min,Loss,40,Ghengisgen,714,638,,
2683,2020-05-10,10 min,Loss,4,sickmann,724,681,,
2684,2020-05-09,10 min,Loss,63,vlad0888,733,755,,
2685,2020-05-09,10 min,Loss,56,Lybi9,741,777,,
2686,2020-05-09,10 min,Win,2,abdoul_fi,749,612,,
2687,2020-05-09,5 min,Win,8,alexandre75,742,688,49.2,98.7
2688,2020-05-09,10 min,Loss,7,Axayshetty,735,670,,
2689,2020-05-08,10 min,Win,50,bobbybanker,745,608,36.4,42.5
2690,2020-05-07,10 min,Loss,41,MrPink50,740,1003,,
2691,2020-05-07,10 min,Loss,59,Jkleo76,743,819,,
2692,2020-05-07,10 min,Loss,45,klaw02,750,796,,
2693,2020-05-07,10 min,Win,24,mongomitbongo,757,762,60.8,10.6
2694,2020-05-07,10 min,Win,33,careersuman,749,660,,
2695,2020-05-06,3 min,Loss,25,MrPink50,743,1005,,
2696,2020-05-06,10 min,Loss,39,ENZOMERZ,746,747,,
2697,2020-05-05,5 min,Loss,19,MrPink50,754,1028,,
2698,2020-05-05,5 min,Loss,34,MrPink50,757,1025,,
2699,2020-05-05,5 min,Loss,32,MrPink50,760,1022,,
2700,2020-05-05,10 min,Loss,13,vipin110,763,798,44.7,61.0
2701,2020-05-05,10 min,Draw,71,aravinair,771,746,,
2702,2020-05-05,10 min,Win,40,ArpitDwivedi999999,772,674,39.9,17.7
2703,2020-05-05,10 min,Loss,40,brajesh20,766,828,,
2704,2020-05-05,1 min,Loss,23,yusifnerimanov,659,743,,
2705,2020-05-04,5 min,Loss,20,Gocse,773,763,,
2706,2020-05-04,5 min,Win,20,confeti5,782,734,77.4,14.7
2707,2020-05-04,10 min,Loss,56,DWP2,775,777,,
2708,2020-05-04,10 min,Draw,68,xiong83,784,816,,
2709,2020-05-04,10 min,Draw,48,alberbraga,783,823,,
2710,2020-05-03,10 min,Loss,31,tropicutopic,782,804,,
2711,2020-05-03,10 min,Win,68,MrHill13,790,804,81.2,36.5
2712,2020-05-03,10 min,Win,59,ralphmatta2,781,734,,
2713,2020-05-03,10 min,Loss,7,Le_tarnais,774,757,,
2714,2020-05-02,10 min,Win,46,coolmanoj511,783,831,,
2715,2020-05-02,10 min,Loss,56,mojtaba_ayoubi,773,752,,
2716,2020-05-02,10 min,Win,44,JeiHouuu,782,739,,
2717,2020-05-02,10 min,Win,77,askandr200,775,812,79.9,51.5
2718,2020-05-01,10 min,Loss,42,neli10,766,782,,
2719,2020-05-01,10 min,Win,18,nikoloz085,774,727,53.8,30.3
2720,2020-05-01,10 min,Draw,46,Vinzzy009,767,767,,
2721,2020-04-30,10 min,Loss,49,MrPink50,767,939,,
2722,2020-04-29,10 min,Loss,37,OneOfTheNine,772,774,,
2723,2020-04-28,10 min,Loss,21,Emilio9595,780,802,,
2724,2020-04-28,10 min,Win,43,Stanhopes,788,801,,
2725,2020-04-28,10 min,Draw,41,albraahamada,779,820,,
2726,2020-04-28,10 min,Win,35,zhekareper,778,748,63.7,35.9
2727,2020-04-27,10 min,Loss,36,atomiccolm,770,838,,
2728,2020-04-27,10 min,Win,30,RohitRasaily,777,770,,
2729,2020-04-26,10 min,Draw,62,Lorenzo_Morandi,769,725,,
2730,2020-04-26,10 min,Win,39,WilCut,770,706,,
2731,2020-04-25,5 min,Loss,27,si_nu_chess,763,799,,
2732,2020-04-25,5 min,Loss,45,MITASH93,771,835,,
2733,2020-04-25,5 min,Loss,10,jlam03,778,771,,
2734,2020-04-25,5 min,Win,43,carlsenfake,787,745,31.5,31.4
2735,2020-04-25,5 min,Win,42,SamDavLie,780,818,,
2736,2020-04-25,5 min,Win,2,esam820,771,617,,
2737,2020-04-24,10 min,Win,22,marattumenov,766,732,,
2738,2020-04-24,10 min,Loss,24,amir7659,758,828,,
2739,2020-04-24,10 min,Win,38,66Xir,765,695,,
2740,2020-04-24,10 min,Win,24,zoranpetricevic,758,775,,
2741,2020-04-24,10 min,Win,53,Dharius121,749,754,55.9,26.1
2742,2020-04-24,10 min,Win,42,ampat4,740,755,,
2743,2020-04-24,10 min,Win,38,fffvbvnb,731,689,,
2744,2020-04-23,10 min,Win,24,EXCEL99QQ,724,749,,
2745,2020-04-23,10 min,Loss,20,pranaythor00,715,752,,
2746,2020-04-23,10 min,Win,23,Lenindg,723,680,30.8,13.0
2747,2020-04-22,10 min,Win,6,chinnu08,716,746,,
2748,2020-04-22,10 min,Loss,56,szakal19840,707,753,,
2749,2020-04-22,10 min,Win,9,Jepperen,714,714,,
2750,2020-04-22,10 min,Loss,17,Aiaya,706,704,,
2751,2020-04-22,10 min,Win,11,emilyj12,714,728,,
2752,2020-04-22,10 min,Win,12,kumaranpeace,705,670,47.2,3.8
2753,2020-04-22,10 min,Draw,39,musta912,697,605,,
2754,2020-04-21,10 min,Win,41,vijayyallappagoudars,699,700,,
2755,2020-04-21,1 min,Loss,24,MrPink50,735,1084,,
2756,2020-04-21,1 min,Loss,16,MrPink50,761,1081,,
2757,2020-04-21,1 min,Loss,21,MrPink50,797,1078,,
2758,2020-04-21,1 min,Loss,21,MrPink50,856,1074,,
2759,2020-04-21,5|5,Win,23,MrPink50,691,989,,
2760,2020-04-21,5 min,Loss,25,MrPink50,677,1003,23.2,50.0
2761,2020-04-21,10 min,Win,51,AlexsandrIsaev,679,662,,
2762,2020-04-21,10 min,Win,30,jantumishra,671,729,28.2,13.9
2763,2020-04-21,10 min,Draw,46,Marivit,661,746,28.8,37.3
2764,2020-04-20,10 min,Win,24,Mahtipeenis,659,640,,
2765,2020-04-20,10 min,Loss,4,karthikadmt36,651,675,,
2766,2020-04-20,10 min,Loss,22,Conor1897,659,744,,
2767,2020-04-20,10 min,Win,22,DicsoDanny717,665,559,,
2768,2020-04-20,10 min,Win,36,BhavinDalsaniya,659,742,27.9,16.1
2769,2020-04-19,10 min,Loss,33,dipeshregmi,649,545,,
2770,2020-04-19,10 min,Win,31,ashukumar5,660,637,,
2771,2020-04-19,10 min,Loss,11,chriskotsalos123,652,655,,
2772,2020-04-19,10 min,Loss,27,MrPink50,660,930,,
2773,2020-04-19,10 min,Loss,33,MrPink50,663,927,,
2774,2020-04-19,10 min,Win,28,MagusIncognito,666,778,66.6,37.8
2775,2020-04-18,10 min,Loss,47,andre_20_prvt,655,629,,
2776,2020-04-18,10 min,Win,25,Jmk2020,664,668,49.5,18.8
2777,2020-04-18,10 min,Win,4,arya0459,655,630,,
2778,2020-04-17,10 min,Draw,48,ak0076,647,506,,
2779,2020-04-17,10 min,Win,48,Paulustan,650,629,,
2780,2020-04-17,10 min,Loss,16,timozo,642,735,,
2781,2020-04-17,10 min,Loss,27,martin757,648,642,,
2782,2020-04-17,10 min,Win,25,MSUSUHAYLDRZSHSA,657,641,44.9,16.1
2783,2020-04-16,10 min,Win,32,deepakkumarpradhan,649,677,41.6,13.6
2784,2020-04-16,10 min,Draw,56,MichaelVincentCeraso,640,689,,
2785,2020-04-16,10 min,Loss,47,MichaelVincentCeraso,639,690,,
2786,2020-04-14,10 min,Loss,67,lba11,646,677,,
2787,2020-04-14,10 min,Win,26,Real_Drizzy,654,639,,
2788,2020-04-14,10 min,Loss,39,freetas210,646,628,,
2789,2020-04-14,10 min,Win,31,hopelessrope369,655,662,,
2790,2020-04-14,10 min,Win,52,Matabl,646,705,,
2791,2020-04-14,10 min,Draw,51,IorgulescuAdrian,636,699,,
2792,2020-04-14,10 min,Loss,48,swaprulz,634,692,,
2793,2020-04-14,10 min,Loss,57,jefferstonian,641,655,,
2794,2020-04-13,10 min,Loss,18,DrMoolji,649,686,,
2795,2020-04-13,10 min,Loss,27,rmkkarthikeyan,656,660,,
2796,2020-04-13,10 min,Win,11,AmauryVM,664,687,,
2797,2020-04-13,10 min,Win,26,reallarry1,655,621,,
2798,2020-04-13,10 min,Loss,16,yashar0917,647,628,,
2799,2020-04-13,10 min,Win,26,Ruch02,656,636,,
2800,2020-04-13,10 min,Loss,28,jsbach988,648,680,,
2801,2020-04-13,10 min,Win,35,Ashajyothiinjamala,656,618,,
2802,2020-04-13,10 min,Win,67,youl3q,649,712,,
2803,2020-04-13,10 min,Win,50,Delluce,639,656,,
2804,2020-04-12,10 min,Win,30,cesarapacho,630,580,,
2805,2020-04-12,10 min,Win,42,jeveu,623,602,,
2806,2020-04-12,10 min,Loss,31,eggowaffles22,615,664,,
2807,2020-04-12,10 min,Loss,27,Jatin29,622,645,,
2808,2020-04-12,10 min,Win,30,a2462,630,611,,
2809,2020-04-12,10 min,Loss,50,Srb23fa7,622,662,,
2810,2020-04-11,10 min,Loss,39,pedleyred,629,683,,
2811,2020-04-11,10 min,Draw,55,siderallc,636,678,,
2812,2020-04-10,10 min,Win,20,almoni86,635,662,,
2813,2020-04-10,10 min,Win,30,ledy_in_red,626,436,,
2814,2020-04-10,10 min,Loss,65,kraty23,622,592,,
2815,2020-04-10,10 min,Loss,50,amanagarwal2003,631,583,,
2816,2020-04-10,10 min,Win,34,AmoghPradeep,640,667,,
2817,2020-04-10,10 min,Loss,49,malojero,631,669,,
2818,2020-04-09,10 min,Win,35,MrPink50,638,964,,
2819,2020-04-09,10 min,Win,10,angelyoanna,624,563,,
2820,2020-04-09,10 min,Win,30,dragon_breath313,617,674,,
2821,2020-04-09,10 min,Win,28,vero4841,607,613,,
2822,2020-04-09,10 min,Win,44,Loid08,598,578,,
2823,2020-04-08,10 min,Win,4,pignus97,590,591,,
2824,2020-04-08,10 min,Loss,43,Dolphin12q,582,622,,
2825,2020-04-08,10 min,Win,21,dim21,589,539,,
2826,2020-04-07,10 min,Win,44,Saedsaba,582,598,,
2827,2020-04-07,10 min,Win,11,CrazyBrain0,588,534,,
2828,2020-04-07,10 min,Loss,45,AlLax12,573,582,,
2829,2020-04-07,10 min,Loss,34,quietyak69,581,626,,
2830,2020-04-07,10 min,Win,12,rebellion23,588,614,,
2831,2020-04-05,10 min,Win,38,ljoljo9,579,583,,
2832,2020-04-05,10 min,Loss,17,kristiangosvig,570,565,54.2,25.4
2833,2020-04-05,10 min,Win,30,KrishnaArjuna,579,568,,
2834,2020-04-05,10 min,Win,19,tahaalmatwane,571,582,,
2835,2020-04-05,10 min,Draw,65,masika8,562,539,,
2836,2020-04-05,10 min,Draw,76,masika8,563,538,,
2837,2020-04-05,10 min,Win,23,jeanie989,564,554,,
2838,2020-04-05,10 min,Draw,52,francescoannibali,556,596,34.7,18.4
2839,2020-04-05,10 min,Win,35,DanaLuisa,555,561,,
2840,2020-04-05,10 min,Loss,29,vaibhavghaytadkar,546,589,,
2841,2020-04-04,10 min,Win,22,Leorjara,553,581,,
2842,2020-04-04,10 min,Draw,76,Juniormetal,544,547,,
2843,2020-04-04,10 min,Win,36,dawoodimtiazahmed,544,534,,
2844,2020-04-03,10 min,Win,38,GinKnight,536,462,24.1,9.3
2845,2020-04-02,10 min,Draw,56,Solen911,529,577,,
2846,2020-04-02,10 min,Win,35,yashhack,528,533,,
2847,2020-04-01,10 min,Draw,28,GarbearSteve,519,551,,
